log_id,sensor_id,timestamp,value,data_quality
737,759,47:50.9,18.9725,Suspect
738,222,44:55.1,74.7781,Missing
739,424,49:45.3,92.6502,Suspect
740,927,24:18.6,2.5578,Good
741,760,50:15.0,84.9504,Suspect
742,469,26:08.2,80.7247,Good
743,71,58:08.9,22.3376,Suspect
744,885,22:13.4,74.6548,Missing
745,48,06:42.2,4.676,Missing
746,283,19:32.5,52.5847,Good
747,26,20:29.5,16.1379,Suspect
748,76,19:22.9,91.2198,Good
749,737,52:09.8,95.6766,Good
750,249,31:09.3,1.4675,Good
751,296,44:23.8,2.4776,Good
752,908,28:04.3,23.6425,Suspect
753,135,25:45.4,69.8679,Good
754,333,09:20.1,28.8457,Good
755,792,15:45.2,74.556,Missing
756,982,30:32.4,26.7526,Good
757,262,25:03.2,46.967,Missing
758,607,58:25.0,73.9438,Missing
759,15,56:44.7,93.6589,Good
760,293,40:17.2,95.0184,Good
761,917,05:36.4,13.0216,Good
762,937,23:35.6,95.8645,Suspect
763,987,37:29.7,41.7568,Suspect
764,489,41:53.6,38.9279,Good
765,224,53:47.2,13.1722,Good
766,717,58:38.8,0.5083,Suspect
767,577,33:55.4,72.6901,Suspect
768,277,19:48.3,82.3176,Missing
769,670,32:12.5,94.4276,Suspect
770,414,28:15.0,91.907,Missing
771,341,07:17.9,83.7566,Good
772,885,16:27.6,94.6628,Missing
773,196,41:42.4,16.9959,Good
774,768,33:04.3,37.7567,Good
775,880,27:43.4,10.8428,Missing
776,716,28:40.0,32.3403,Good
777,879,32:17.0,9.997,Missing
778,452,13:45.1,94.214,Suspect
779,785,26:32.1,6.8655,Good
780,24,56:42.2,66.241,Missing
781,111,47:33.6,84.8915,Good
782,317,31:04.0,42.9681,Suspect
783,226,49:55.6,23.3365,Suspect
784,117,52:08.3,35.0163,Missing
785,355,05:46.6,1.7714,Missing
786,424,50:02.3,37.364,Suspect
787,477,54:44.6,0.7447,Good
788,138,59:15.3,64.2026,Good
789,316,30:01.2,58.7139,Missing
790,397,31:10.8,35.454,Missing
791,958,14:52.7,66.7925,Missing
792,239,50:23.8,59.1601,Missing
793,890,40:44.8,77.2404,Suspect
794,3,38:33.1,45.7961,Suspect
795,301,15:43.5,7.6762,Missing
796,518,31:05.7,28.0023,Suspect
797,624,10:43.4,57.4932,Suspect
798,976,09:21.6,62.4149,Good
799,547,24:06.1,25.1053,Good
800,502,16:06.1,60.0352,Good
801,233,34:50.0,42.7308,Suspect
802,701,17:52.9,83.8149,Good
803,111,11:59.6,33.2033,Missing
804,705,59:48.7,71.7724,Suspect
805,408,05:32.9,39.0841,Good
806,420,04:24.5,74.2936,Missing
807,81,28:01.4,17.9314,Missing
808,57,35:34.1,96.5274,Missing
809,763,32:39.4,18.4595,Suspect
810,300,01:47.4,86.3981,Suspect
811,101,55:26.9,13.3404,Suspect
812,879,00:02.0,99.4091,Good
813,4,48:44.9,41.6017,Suspect
814,317,53:29.4,10.981,Missing
815,720,15:21.1,10.5031,Suspect
816,418,49:32.6,73.2711,Missing
817,200,20:20.3,37.5996,Suspect
818,844,35:37.8,84.3112,Suspect
819,1,02:25.4,75.5078,Good
820,378,39:12.0,20.6247,Good
821,681,25:07.9,3.1798,Good
822,835,13:11.3,93.9666,Suspect
823,35,44:55.2,37.6144,Good
824,475,34:34.9,69.1064,Good
825,642,06:25.7,71.9059,Good
826,2,06:44.7,50.5473,Suspect
827,431,34:08.6,37.2047,Good
828,818,49:56.3,90.843,Good
829,910,29:52.3,50.495,Good
830,455,32:09.1,45.5948,Missing
831,115,07:51.1,98.8598,Good
832,946,04:20.7,79.1074,Good
833,423,31:42.2,13.7699,Good
834,419,03:21.2,48.4381,Suspect
835,885,34:57.5,71.6089,Missing
836,556,56:58.6,82.2364,Missing
837,58,45:22.2,61.7612,Good
838,24,57:22.6,56.8515,Good
839,343,12:08.5,52.743,Missing
840,581,24:20.0,89.5996,Suspect
841,614,26:28.6,74.4489,Missing
842,686,40:49.2,94.812,Suspect
843,463,48:10.6,89.2708,Suspect
844,119,33:55.8,41.4451,Good
845,731,37:25.7,9.5902,Good
846,223,03:21.6,40.3764,Suspect
847,809,54:41.2,8.0415,Suspect
848,803,12:39.8,91.0821,Suspect
849,989,26:35.4,1.9053,Missing
850,304,14:33.2,30.2537,Good
851,247,02:01.9,71.7809,Good
852,287,33:06.1,0.5427,Suspect
853,816,19:37.4,26.5727,Suspect
854,402,06:18.9,89.2394,Missing
855,989,23:19.8,7.0391,Suspect
856,846,42:19.5,12.4616,Good
857,289,37:16.5,84.2312,Suspect
858,816,35:19.1,47.1772,Good
859,880,28:45.7,10.9859,Missing
860,298,17:26.0,67.2894,Good
861,855,03:43.3,4.8054,Missing
862,551,45:05.4,64.9563,Suspect
863,563,16:28.1,23.7623,Missing
864,879,34:39.5,84.8908,Suspect
865,472,09:05.9,49.6333,Good
866,89,34:06.5,68.1289,Good
867,799,26:17.3,47.6031,Suspect
868,314,02:50.9,99.1627,Missing
869,205,21:12.8,65.6233,Missing
870,38,49:03.1,28.5961,Good
871,1000,30:24.5,31.532,Good
872,668,35:21.6,6.5708,Missing
873,484,46:24.1,85.1608,Suspect
874,653,43:55.2,94.4486,Good
875,753,06:17.5,71.168,Suspect
876,204,33:32.3,86.4839,Suspect
877,93,26:30.7,37.9571,Good
878,534,52:21.8,6.9997,Suspect
879,175,02:30.2,49.5379,Missing
880,625,43:07.8,79.2812,Good
881,357,36:34.8,21.2289,Good
882,703,11:54.0,64.5229,Good
883,742,48:11.1,2.3958,Good
884,677,40:02.4,70.7232,Missing
885,98,55:29.4,83.2592,Missing
886,425,24:14.2,53.2232,Good
887,4,12:23.5,28.002,Good
888,645,52:29.0,94.8406,Suspect
889,335,56:52.5,31.7585,Missing
890,539,39:58.1,25.5968,Good
891,448,34:09.4,56.4995,Suspect
892,503,10:23.6,3.6525,Suspect
893,978,17:51.6,10.2974,Missing
894,204,48:48.6,11.4533,Suspect
895,79,33:50.2,65.4888,Missing
896,200,53:33.4,64.7787,Missing
897,414,28:19.0,94.3436,Good
898,739,16:44.6,65.5982,Missing
899,77,36:49.4,69.8422,Missing
900,852,30:41.5,39.6277,Suspect
901,621,32:36.8,28.2281,Missing
902,883,13:56.4,93.1087,Suspect
903,183,29:48.1,46.5028,Good
904,787,54:33.5,98.7304,Good
905,971,12:21.0,30.7835,Missing
906,350,06:57.1,71.9582,Missing
907,403,53:47.2,50.7028,Good
908,339,59:59.7,28.6545,Good
909,837,15:56.0,78.398,Good
910,700,17:12.6,96.0787,Good
911,885,37:23.6,65.4172,Suspect
912,858,20:32.5,16.1744,Missing
913,360,28:53.4,81.0155,Suspect
914,915,11:52.5,36.1233,Good
915,672,08:27.6,28.8661,Suspect
916,870,05:22.2,50.8184,Missing
917,483,03:07.0,93.6859,Suspect
918,831,38:27.4,10.8193,Suspect
919,236,45:14.8,59.7678,Missing
920,212,05:54.7,48.03,Good
921,606,25:47.2,99.4944,Suspect
922,754,52:31.7,77.8788,Good
923,184,05:36.4,33.003,Missing
924,334,20:49.9,13.9472,Missing
925,6,33:54.5,71.1318,Missing
926,736,21:26.8,97.2902,Good
927,738,17:12.5,2.9449,Good
928,134,38:48.4,58.4212,Missing
929,157,21:49.8,96.6756,Suspect
930,275,12:36.7,72.8008,Suspect
931,673,54:19.7,57.5453,Good
932,371,50:36.8,18.2702,Suspect
933,806,15:36.2,86.0489,Missing
934,794,46:10.2,13.8941,Missing
935,20,23:44.0,18.7701,Missing
936,737,26:56.3,86.0356,Good
937,11,13:48.0,42.1769,Suspect
938,284,13:10.3,9.1161,Good
939,909,02:34.6,58.4894,Suspect
940,601,50:02.2,87.5127,Missing
941,599,57:27.9,60.2225,Missing
942,794,03:23.7,46.546,Good
943,940,03:04.0,75.2134,Good
944,764,24:52.7,93.5507,Missing
945,975,09:27.6,96.3378,Good
946,856,48:16.0,30.3074,Missing
947,82,10:34.8,20.9687,Missing
948,86,27:44.9,62.4716,Suspect
949,454,16:55.2,21.0151,Missing
950,321,35:17.4,96.0371,Good
951,851,08:14.3,4.6097,Missing
952,310,58:18.9,14.3763,Suspect
953,26,42:10.6,70.1273,Suspect
954,910,30:28.4,18.289,Suspect
955,181,55:06.8,76.7554,Good
956,290,10:47.7,94.9415,Missing
957,62,23:32.8,73.2932,Good
958,817,58:03.1,98.8576,Missing
959,790,35:06.2,31.2432,Missing
960,787,35:24.6,39.988,Suspect
961,923,02:20.7,60.3662,Missing
962,254,43:47.8,20.8236,Missing
963,151,46:58.1,71.7236,Suspect
964,779,24:10.2,7.8194,Good
965,97,34:20.3,56.5228,Missing
966,770,23:36.1,75.2197,Suspect
967,409,06:07.5,62.719,Suspect
968,13,04:36.4,63.63,Missing
969,373,44:11.1,8.7998,Suspect
970,936,10:19.9,41.5321,Suspect
971,850,05:47.4,77.5668,Good
972,296,06:42.1,87.881,Suspect
973,392,56:36.4,58.9843,Good
974,673,47:50.2,20.6419,Suspect
975,402,35:08.7,79.7227,Good
976,876,47:29.0,11.1118,Suspect
977,55,35:27.1,76.4906,Missing
978,375,45:49.8,35.1143,Good
979,320,33:26.8,34.3343,Good
980,378,09:50.6,60.6238,Missing
981,712,27:02.5,76.3621,Good
982,754,08:12.2,50.134,Suspect
983,688,08:32.7,45.9717,Good
984,841,02:33.4,10.7824,Suspect
985,310,54:50.7,58.9164,Suspect
986,534,57:50.7,96.3641,Good
987,731,37:54.3,88.1318,Suspect
988,265,53:43.8,21.3831,Suspect
989,570,07:35.2,78.3371,Good
990,354,39:57.5,91.1957,Good
991,204,51:07.5,54.5889,Missing
992,539,43:32.2,31.332,Good
993,60,17:05.4,32.2155,Missing
994,787,14:40.9,69.148,Suspect
995,434,42:21.2,51.1522,Missing
996,162,55:28.4,25.3839,Missing
997,95,59:14.1,64.5203,Good
998,980,35:17.2,67.7238,Suspect
999,671,21:37.3,65.2776,Suspect
1000,887,56:05.2,85.1351,Suspect
1001,91,49:32.8,48.3375,Missing
1002,607,14:16.4,6.9476,Suspect
1003,711,30:19.9,51.7295,Missing
1004,506,50:21.0,52.7994,Suspect
1005,129,49:42.2,70.0445,Missing
1006,632,50:46.1,53.7209,Missing
1007,794,42:27.8,63.6465,Good
1008,415,59:46.2,50.4791,Missing
1009,654,54:46.4,39.911,Missing
1010,813,39:42.2,95.4676,Good
1011,657,33:03.9,32.5095,Good
1012,736,31:32.6,76.745,Missing
1013,651,43:54.8,84.4631,Missing
1014,120,13:43.7,11.9507,Suspect
1015,348,04:16.4,11.7442,Suspect
1016,101,21:36.5,25.4082,Missing
1017,794,57:17.3,92.5862,Good
1018,167,25:57.9,18.082,Good
1019,712,13:31.7,11.6101,Good
1020,671,01:57.2,48.5363,Good
1021,183,31:35.9,27.0151,Good
1022,341,24:37.1,1.4504,Suspect
1023,615,14:14.6,86.0101,Suspect
1024,976,55:24.0,93.6893,Good
1025,552,52:07.8,45.7362,Suspect
1026,885,10:14.5,9.6339,Suspect
1027,567,11:39.5,7.6413,Suspect
1028,686,26:15.1,26.2508,Good
1029,190,38:54.0,57.5904,Suspect
1030,645,15:06.8,79.2461,Missing
1031,3,00:47.0,16.1121,Suspect
1032,186,42:48.1,69.1731,Good
1033,382,12:41.3,0.511,Good
1034,759,34:17.1,59.611,Missing
1035,772,23:42.0,29.3416,Missing
1036,83,08:11.7,9.2165,Good
1037,510,01:51.0,67.0429,Missing
1038,38,59:47.9,13.6979,Good
1039,827,48:24.4,6.1127,Good
1040,550,15:53.8,39.2816,Good
1041,870,57:46.7,13.3743,Missing
1042,118,29:58.7,17.8193,Missing
1043,983,38:49.1,20.4355,Good
1044,264,46:17.3,9.3273,Good
1045,106,53:28.1,55.115,Good
1046,770,26:22.8,25.8073,Good
1047,440,14:41.7,13.2715,Good
1048,947,58:34.0,70.913,Missing
1049,1000,23:24.9,75.3444,Suspect
1050,139,12:21.6,66.2992,Missing
1051,318,49:03.5,93.1238,Suspect
1052,298,48:05.9,1.9847,Good
1053,297,10:38.0,26.8528,Good
1054,340,01:48.4,0.1551,Missing
1055,23,27:29.8,98.2377,Suspect
1056,25,16:45.4,85.4929,Missing
1057,733,52:22.7,21.0391,Missing
1058,258,22:56.5,55.652,Good
1059,670,42:26.0,7.2901,Good
1060,889,31:12.5,54.4447,Suspect
1061,739,46:21.3,83.7909,Suspect
1062,44,53:28.2,27.1876,Good
1063,217,09:41.2,84.9518,Missing
1064,652,39:10.0,4.645,Missing
1065,123,35:50.8,80.5856,Missing
1066,827,41:22.8,4.7435,Good
1067,390,33:00.8,26.0803,Missing
1068,496,23:11.1,8.5405,Good
1069,559,25:10.8,92.461,Missing
1070,383,21:35.0,85.4849,Missing
1071,547,09:25.6,99.7614,Missing
1072,497,08:18.3,36.2349,Good
1073,124,40:35.1,90.3777,Good
1074,512,21:14.4,14.7865,Good
1075,301,29:08.2,94.7302,Missing
1076,619,49:40.6,90.9361,Good
1077,891,49:37.0,77.9333,Suspect
1078,186,19:05.1,38.3504,Good
1079,942,57:33.3,30.8297,Suspect
1080,156,32:29.0,9.008,Good
1081,561,14:40.9,36.7048,Good
1082,465,25:56.8,88.9648,Missing
1083,350,53:31.4,71.0218,Suspect
1084,925,25:58.4,69.0468,Good
1085,456,05:39.9,34.9824,Suspect
1086,559,38:39.5,57.3575,Good
1087,765,10:37.2,90.9305,Good
1088,452,36:49.4,21.0224,Suspect
1089,836,34:26.1,25.7757,Good
1090,419,48:50.3,51.7454,Missing
1091,693,37:22.7,18.5074,Suspect
1092,177,58:45.3,91.285,Suspect
1093,543,58:08.2,77.8158,Suspect
1094,611,16:54.4,8.377,Suspect
1095,333,50:45.4,5.678,Suspect
1096,139,23:28.2,94.9419,Suspect
1097,960,38:20.0,35.7407,Missing
1098,512,45:08.2,86.827,Suspect
1099,71,38:44.3,38.1068,Missing
1100,947,32:38.9,47.4497,Suspect
1101,581,36:00.9,24.4764,Good
1102,442,59:45.9,38.1798,Suspect
1103,138,51:04.9,39.8823,Good
1104,365,05:21.4,10.173,Suspect
1105,834,24:52.6,40.7614,Missing
1106,383,27:10.6,61.8101,Suspect
1107,80,03:04.4,60.4107,Good
1108,440,18:03.5,85.8951,Suspect
1109,646,57:16.2,43.231,Suspect
1110,253,18:54.5,55.081,Good
1111,70,45:29.6,86.2144,Good
1112,763,37:41.3,58.3696,Missing
1113,253,34:25.8,7.0892,Suspect
1114,116,21:18.8,1.0357,Good
1115,25,57:38.1,14.6695,Suspect
1116,592,56:47.7,70.4587,Missing
1117,821,40:11.6,69.7226,Missing
1118,802,59:19.0,44.7983,Missing
1119,969,56:45.4,22.0198,Good
1120,235,48:08.2,12.1139,Good
1121,679,07:59.8,98.7405,Suspect
1122,725,58:45.6,39.7155,Suspect
1123,31,08:45.9,93,Suspect
1124,77,01:16.9,67.3389,Missing
1125,182,12:10.3,12.3025,Suspect
1126,652,07:25.6,40.0595,Good
1127,599,28:58.1,23.949,Suspect
1128,918,57:40.9,99.5513,Good
1129,296,26:49.1,87.8025,Good
1130,579,45:49.7,14.8482,Good
1131,191,40:17.1,75.9077,Missing
1132,24,40:43.8,48.5159,Suspect
1133,30,32:15.5,5.7242,Good
1134,405,08:49.9,9.5067,Suspect
1135,444,02:58.9,97.9317,Suspect
1136,555,05:02.3,81.4637,Missing
1137,940,48:23.3,68.1184,Missing
1138,202,20:10.2,88.8548,Suspect
1139,990,59:56.3,43.0809,Missing
1140,811,25:50.9,18.5934,Good
1141,658,27:19.3,29.2391,Missing
1142,515,41:47.1,88.3673,Missing
1143,851,47:03.4,25.9772,Missing
1144,945,20:40.2,94.4969,Suspect
1145,941,10:40.2,7.8192,Suspect
1146,109,03:54.9,21.7057,Missing
1147,749,49:13.7,15.9951,Good
1148,577,15:27.5,58.7003,Suspect
1149,391,32:38.0,52.2512,Missing
1150,925,41:55.8,51.0258,Suspect
1151,756,52:23.9,41.6748,Good
1152,926,21:04.3,37.0567,Missing
1153,801,32:32.6,9.2851,Good
1154,128,31:45.1,70.8534,Suspect
1155,288,45:22.6,55.73,Suspect
1156,188,51:52.0,86.0032,Missing
1157,582,14:59.9,84.6724,Good
1158,715,32:11.7,98.1964,Good
1159,140,05:42.3,0.8633,Good
1160,336,53:30.3,72.9733,Good
1161,986,54:48.7,66.6326,Suspect
1162,344,29:59.2,13.1692,Good
1163,379,43:11.0,16.6679,Good
1164,792,33:29.4,85.4645,Missing
1165,341,36:09.6,7.1925,Missing
1166,606,03:04.6,60.4504,Good
1167,787,26:57.2,38.0748,Suspect
1168,541,14:13.0,20.3053,Suspect
1169,972,51:21.3,73.2445,Missing
1170,438,18:29.9,78.7879,Missing
1171,938,18:27.6,94.0444,Good
1172,549,25:50.1,54.8913,Suspect
1173,917,30:27.1,19.2804,Good
1174,401,54:34.4,49.6843,Missing
1175,612,13:10.7,5.2856,Good
1176,223,46:26.9,10.2412,Suspect
1177,563,03:13.5,43.1112,Good
1178,571,15:25.9,25.1301,Good
1179,181,58:57.7,66.1067,Suspect
1180,144,33:49.0,71.9016,Suspect
1181,599,21:30.4,46.0917,Suspect
1182,102,12:03.8,79.5087,Suspect
1183,957,02:48.8,51.462,Good
1184,80,23:37.5,0.3355,Missing
1185,815,41:55.3,49.5685,Good
1186,145,41:12.3,34.9917,Suspect
1187,986,19:42.4,47.7334,Good
1188,913,41:35.4,40.6141,Good
1189,674,51:23.7,63.4942,Missing
1190,466,25:41.3,60.902,Good
1191,21,53:22.9,0.2747,Suspect
1192,740,27:50.1,89.8459,Good
1193,127,52:53.9,2.6941,Suspect
1194,605,45:21.0,82.651,Suspect
1195,797,52:15.9,31.6084,Suspect
1196,701,56:33.3,79.2132,Missing
1197,57,56:47.3,10.5307,Suspect
1198,45,51:11.1,66.649,Missing
1199,725,59:45.1,59.0518,Suspect
1200,796,29:07.6,52.9988,Suspect
1201,116,20:06.3,4.5536,Suspect
1202,362,04:50.2,65.7223,Missing
1203,796,26:44.2,97.5929,Good
1204,571,25:09.5,38.9218,Good
1205,298,50:02.2,69.6855,Missing
1206,584,38:56.5,37.5387,Suspect
1207,873,29:56.7,94.7218,Suspect
1208,723,20:57.8,37.7021,Good
1209,831,41:28.4,11.5158,Missing
1210,77,14:53.0,24.764,Suspect
1211,567,51:41.1,38.0042,Good
1212,601,01:23.9,8.3534,Missing
1213,922,24:11.5,55.4394,Good
1214,842,57:14.6,22.911,Suspect
1215,356,31:45.9,9.1509,Good
1216,867,42:05.4,63.2236,Suspect
1217,254,20:49.0,10.3864,Suspect
1218,471,14:29.3,89.899,Good
1219,342,20:15.1,85.7447,Suspect
1220,374,55:28.1,48.7624,Suspect
1221,206,57:26.8,98.4648,Suspect
1222,731,23:24.5,37.5737,Suspect
1223,904,41:11.0,80.5656,Good
1224,354,21:19.7,6.3117,Suspect
1225,304,49:33.6,69.576,Good
1226,682,40:47.4,33.367,Suspect
1227,652,31:01.4,74.4806,Suspect
1228,712,01:10.5,80.1632,Good
1229,281,26:14.5,95.9161,Good
1230,239,11:51.5,88.7284,Missing
1231,668,08:20.7,90.0677,Missing
1232,930,00:31.0,54.2005,Suspect
1233,124,53:38.1,92.3044,Missing
1234,231,10:22.3,25.3462,Good
1235,990,00:11.8,14.0049,Missing
1236,697,35:03.6,53.9733,Suspect
1237,146,41:39.5,9.8899,Good
1238,589,26:00.2,73.306,Good
1239,915,24:57.2,6.4468,Missing
1240,380,45:45.6,26.8278,Missing
1241,308,11:29.2,28.0352,Missing
1242,324,22:22.5,0.9294,Missing
1243,735,09:46.9,15.7175,Missing
1244,395,53:20.1,5.0956,Suspect
1245,366,25:42.8,93.6559,Missing
1246,192,54:39.2,77.7024,Missing
1247,237,05:34.6,62.3977,Missing
1248,707,46:27.9,53.2405,Suspect
1249,621,22:31.6,34.6533,Missing
1250,38,59:30.8,84.4155,Suspect
1251,444,04:48.2,47.8119,Suspect
1252,940,02:00.7,99.8304,Suspect
1253,819,41:50.7,15.8776,Suspect
1254,481,59:00.9,5.3484,Suspect
1255,681,26:25.9,28.1202,Suspect
1256,557,14:31.3,85.8631,Missing
1257,550,08:01.7,23.2853,Good
1258,560,25:27.9,83.0622,Suspect
1259,883,28:37.0,23.994,Good
1260,325,03:04.1,34.7339,Suspect
1261,759,07:47.8,6.3849,Missing
1262,696,42:43.1,58.583,Suspect
1263,214,43:13.7,72.9027,Missing
1264,959,14:46.0,95.9515,Good
1265,521,33:46.9,56.6926,Good
1266,359,59:47.3,68.5993,Missing
1267,782,16:13.8,76.7404,Missing
1268,1,28:48.1,0.3244,Missing
1269,955,06:57.3,68.87,Good
1270,229,24:27.3,24.8388,Suspect
1271,203,18:27.8,9.4056,Missing
1272,105,46:53.8,21.3635,Missing
1273,2,17:44.2,13.1629,Missing
1274,131,09:25.2,31.08,Good
1275,192,25:17.2,84.0832,Suspect
1276,62,11:48.7,3.0373,Missing
1277,586,45:55.7,88.7845,Good
1278,329,24:34.2,45.2585,Suspect
1279,220,44:09.7,2.8633,Suspect
1280,638,48:30.0,38.2575,Good
1281,800,12:35.2,49.049,Good
1282,88,14:54.0,60.7959,Suspect
1283,582,20:11.6,44.7294,Good
1284,761,52:06.2,80.3809,Missing
1285,937,06:41.6,91.0242,Good
1286,319,36:47.8,12.7806,Good
1287,388,11:19.8,23.2936,Missing
1288,948,41:14.3,65.4863,Missing
1289,885,41:23.6,83.0945,Missing
1290,812,34:23.8,5.5667,Good
1291,313,31:43.7,90.5953,Good
1292,35,01:36.6,83.8347,Good
1293,372,13:54.7,18.3639,Suspect
1294,810,38:45.0,22.6518,Missing
1295,849,32:27.0,92.847,Good
1296,507,18:39.1,63.6831,Missing
1297,355,39:11.9,18.2472,Missing
1298,73,18:52.5,43.4697,Missing
1299,432,13:05.2,39.621,Good
1300,962,45:19.3,1.3344,Missing
1301,592,53:46.8,28.8865,Missing
1302,424,33:55.1,37.3487,Good
1303,330,41:37.8,92.3812,Good
1304,65,18:50.9,44.6035,Suspect
1305,745,04:14.1,35.2069,Suspect
1306,834,09:48.2,58.5114,Suspect
1307,709,06:08.5,59.5109,Missing
1308,182,45:55.6,13.0539,Good
1309,654,24:47.0,72.6435,Good
1310,377,06:17.9,62.593,Missing
1311,76,47:05.4,0.2402,Missing
1312,658,40:23.2,9.8258,Missing
1313,837,24:43.3,85.6622,Suspect
1314,584,58:00.0,43.3097,Suspect
1315,883,34:02.0,70.6021,Suspect
1316,875,40:50.3,99.567,Good
1317,114,36:00.3,40.9761,Suspect
1318,804,38:57.3,8.9787,Suspect
1319,957,01:56.7,7.377,Missing
1320,679,58:35.4,72.0747,Suspect
1321,491,20:10.2,18.6357,Good
1322,147,31:30.9,73.9584,Suspect
1323,450,23:39.8,41.5652,Good
1324,543,29:07.3,79.7866,Missing
1325,674,27:39.1,48.5262,Missing
1326,90,09:17.6,16.3446,Suspect
1327,37,36:07.7,62.7857,Good
1328,998,47:25.9,45.9295,Good
1329,802,38:32.0,29.8485,Missing
1330,867,11:06.6,70.678,Good
1331,398,44:11.9,46.3303,Good
1332,272,32:46.7,86.316,Good
1333,939,16:04.8,42.6374,Suspect
1334,815,34:09.1,33.4664,Good
1335,662,49:25.5,3.9732,Suspect
1336,276,30:43.4,64.892,Missing
1337,989,20:21.1,15.008,Good
1338,340,49:36.9,38.8338,Missing
1339,294,08:54.9,97.8061,Suspect
1340,742,46:19.2,72.4982,Suspect
1341,174,21:38.1,52.3958,Missing
1342,946,24:34.7,88.4123,Suspect
1343,775,14:22.2,46.6634,Suspect
1344,541,44:03.5,30.9095,Missing
1345,754,57:51.4,50.1992,Suspect
1346,312,56:11.8,68.0691,Missing
1347,710,30:38.2,28.1791,Suspect
1348,502,04:25.8,13.4107,Good
1349,440,18:46.4,43.4094,Missing
1350,763,40:53.4,25.6432,Good
1351,291,49:45.7,13.6516,Good
1352,560,39:52.7,93.3919,Missing
1353,756,04:23.2,17.1107,Good
1354,378,33:55.1,36.9078,Missing
1355,377,09:51.8,88.3916,Good
1356,71,50:45.1,63.7542,Good
1357,950,45:33.7,96.8373,Good
1358,407,26:10.2,64.2154,Good
1359,799,15:51.7,45.9654,Suspect
1360,679,57:19.9,40.4564,Good
1361,421,58:36.4,67.702,Suspect
1362,2,52:29.4,98.3644,Missing
1363,739,38:38.1,2.9239,Missing
1364,787,16:55.7,80.0053,Suspect
1365,701,24:36.3,20.828,Good
1366,696,57:23.6,17.6822,Good
1367,301,15:49.7,26.0628,Missing
1368,464,46:39.6,84.2884,Good
1369,872,13:27.9,87.5217,Good
1370,544,20:30.3,34.158,Good
1371,937,09:44.0,73.9677,Suspect
1372,645,29:44.0,32.9198,Missing
1373,733,39:23.4,79.5987,Suspect
1374,639,53:47.3,97.3471,Suspect
1375,18,52:37.8,2.5797,Good
1376,686,48:40.2,10.1817,Good
1377,819,59:40.7,41.9826,Good
1378,538,54:16.9,98.5481,Missing
1379,779,45:05.1,81.0031,Suspect
1380,396,59:37.9,32.826,Good
1381,543,43:06.1,27.6708,Missing
1382,170,11:27.0,89.5635,Missing
1383,767,43:39.0,39.4527,Missing
1384,426,08:52.1,61.936,Suspect
1385,197,24:22.4,11.1206,Good
1386,279,51:32.4,0.4899,Good
1387,270,40:11.7,51.3423,Good
1388,710,07:09.7,23.4698,Missing
1389,872,58:07.2,62.3721,Good
1390,49,11:31.9,30.7519,Missing
1391,947,25:21.8,6.792,Good
1392,311,31:12.5,98.3185,Good
1393,696,34:21.1,16.2367,Missing
1394,732,49:51.8,25.7275,Good
1395,927,23:07.7,14.6127,Good
1396,846,11:01.2,33.677,Suspect
1397,101,11:23.1,43.9542,Good
1398,969,33:09.7,11.0883,Missing
1399,820,32:02.0,60.2158,Good
1400,259,35:19.6,90.4217,Suspect
1401,352,16:54.9,31.4321,Missing
1402,636,43:21.1,85.9302,Missing
1403,785,13:29.3,96.7792,Good
1404,969,29:55.5,6.7731,Good
1405,849,32:39.3,46.6297,Missing
1406,380,16:48.6,96.2206,Suspect
1407,785,50:49.9,89.9755,Good
1408,483,28:12.3,76.8324,Missing
1409,545,09:06.9,66.0218,Suspect
1410,407,34:18.3,45.2332,Good
1411,404,12:45.9,33.0973,Suspect
1412,218,39:41.3,86.6947,Suspect
1413,129,00:49.0,66.5447,Suspect
1414,226,07:38.7,65.2015,Good
1415,268,40:56.7,27.3116,Suspect
1416,279,47:51.7,21.3632,Good
1417,796,32:52.1,7.3073,Good
1418,614,06:57.1,44.1166,Missing
1419,618,50:54.4,64.416,Suspect
1420,683,05:05.2,74.5982,Missing
1421,632,24:34.2,24.0822,Suspect
1422,311,06:50.3,92.9241,Good
1423,856,58:26.0,55.6865,Good
1424,789,43:06.4,80.4081,Missing
1425,731,27:02.9,79.2305,Missing
1426,187,30:42.1,18.546,Missing
1427,423,59:50.4,39.6481,Suspect
1428,150,55:09.7,54.3084,Missing
1429,583,09:51.3,49.0041,Suspect
1430,181,48:53.6,20.3956,Good
1431,551,34:14.0,33.804,Good
1432,581,59:53.2,63.0991,Good
1433,577,10:56.3,83.972,Suspect
1434,731,01:59.1,46.8741,Good
1435,475,58:45.2,99.0593,Suspect
1436,764,07:03.8,35.039,Missing
1437,109,56:50.1,85.4619,Missing
1438,269,23:18.6,16.351,Missing
1439,576,41:00.9,41.3023,Missing
1440,959,26:05.0,23.7134,Good
1441,584,56:22.4,1.2811,Suspect
1442,292,32:55.9,29.4021,Suspect
1443,708,38:17.0,53.8435,Good
1444,933,53:05.0,63.3108,Good
1445,378,33:00.4,83.1784,Suspect
1446,260,02:34.4,77.2118,Suspect
1447,530,04:45.0,70.6675,Suspect
1448,152,30:51.8,94.0971,Suspect
1449,394,17:04.2,77.4497,Missing
1450,839,28:14.6,85.6576,Suspect
1451,560,33:43.6,93.781,Missing
1452,270,12:10.5,77.8979,Good
1453,46,18:01.1,60.1331,Missing
